"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15"
"P12_14",0.109818668752532,0.111834497309924,-0.0793945278126748,0.0577136801166547,-0.0177667719358693,0.073530188895845,0.0853659426208232,0.490298616404554,-0.0658620823072674,-0.143789619309913,0.150808408561013,0.0148558866923555,0.0697945798830013,0.212348018778929,0.275370792055157
"P12_15",0.117635591413031,0.154033052102001,-0.0758413087434249,0.114299315529232,-0.097826627651388,-0.0716877908193804,0.0291093045892419,0.333461123092148,0.0474303094649052,0.0832205708946758,0.364825512899011,0.200578656305522,-0.0146518815673618,-0.0260233768572208,0.184084253697655
"P13_dolores",0.0967415062031989,-0.013777843096471,-0.0990576413961056,0.0883545071796125,0.0527718669359126,-0.282103904366769,0.0307418782472887,0.168537375887141,0.112818108773366,-0.00707618645280794,-0.0377577855248683,0.284001871624373,-7.37645837018963e-05,0.372517222452913,-0.317585638673698
"P14A",0.129104718034189,0.0669829861252494,-0.0819134106672595,0.0725087274819332,-0.229498184071578,-0.0161211903720941,-0.0885359151120589,-0.0251256684728232,0.0407590357454017,-0.0898708715652627,-0.0901316173873587,-0.0444152098496479,0.206422351254247,0.171976411904276,-0.247059174054132
"P14B",0.139605597296989,0.0170683935180407,-0.00232444098613426,0.0226723894636251,0.0542494804902936,-0.0426314867428671,-0.0764214018447691,-0.202206093676445,0.00817909016621202,-0.298305382185351,0.216380757838698,0.00391611596759132,0.387648977722924,0.05002304003353,-0.00371319102758848
"P16A",0.00777507495060058,-0.00207610778183273,-0.233394917000723,-0.0184838603040128,-0.0437721859816517,-0.156822268857186,0.403756599981167,0.0733991659248792,0.155991642691513,-0.290378310871621,0.284460597463603,0.00961169976871023,-0.000968492686874588,-0.0592125612603116,-0.0815437659933542
"P16B",0.0680198746787713,0.066945012468715,-0.0109477024139474,-0.116224816714931,-0.233695676251282,-0.269867171707146,-0.139971699533253,-0.145080755204357,0.143571336961869,-0.287067903243655,-0.169615146970589,0.314733781798656,-0.164107086753889,-0.00443725051613768,0.0764371075317666
"P18",0.0317078912312999,0.0865393082887175,0.0675682806591741,0.119440975113651,0.0578171341417443,0.245750876420399,-0.172862588885664,0.0451793724529972,-0.146109520620541,-0.527427763545555,0.0569258683073468,-0.136748635314247,-0.274014002832254,-0.18296452899336,0.0653849429675057
"P26",0.0395157857435321,-0.08363458496444,-0.279563125076059,-0.0881843236174285,0.0206297615409691,-0.0882992645824794,0.286054743033767,-0.230039863881627,-0.224125706422018,0.0540757033942441,0.130030508166844,-0.0138280935480882,-0.142297508164861,-0.199330473396299,-0.163243725903191
"P27",0.00841440192649726,-0.0619833082318301,-0.389967336745536,0.124957939921723,0.0139442226180616,0.0611977808936958,-0.150193892765934,0.0635178530416868,-0.270534220424034,-0.0869519162321743,-0.160787907545987,0.0389980287617896,0.0894861609184565,-0.102151401507858,-0.0478111731477459
