"CCAA","PROV","SEXO","EDAD","P1","P2","P3","P3A","P5_1","P5_2","P5_3","P5_4","P6_1","P6_2","P6_3","P6_4","P6_5","P6_6","P6_7","P7","P8","P9","P10","P11_1","P11_2","P11_3","P11_4","P11_5","P11_6","P11_7","P11_8","P11_9","P12_1","P12_2","P12_3","P12_4","P12_5","P12_6","P12_7","P12_8","P12_9","P12_10","P12_11","P12_12","P12_13","P12_14","P12_15","P14A","P14B","P16A","P16B","P18","P26","P27","P28","P29","P30","P13_dolores","impacto_raw","impacto_salud_mental"
"Madrid","Madrid","Mujer",52,1,2,2,2,4,4,3,4,3,4,4,3,3,4,4,3,2,1,2,4,4,3,4,4,4,4,4,2,4,4,2,2,1,4,4,4,2,4,4,4,4,2,4,2,2,2,2,2,2,2,2,2,2,2,159,"Baja Afectación"
"Madrid","Madrid","Hombre",57,3,2,2,1,2,4,4,4,3,4,4,4,4,4,4,1,2,1,2,4,4,4,3,4,3,4,4,4,4,5,2,2,2,3,5,5,2,5,5,3,3,3,3,2,1,2,2,1,2,2,2,2,2,1,160,"Baja Afectación"
"Madrid","Madrid","Hombre",38,2,2,2,2,3,3,3,4,2,4,4,3,3,3,2,1,2,1,2,4,4,3,4,3,3,4,3,3,2,2,1,1,2,2,2,2,2,4,4,4,4,2,1,2,1,2,2,1,2,2,2,2,2,1,133,"Moderada Afectación"
"Madrid","Madrid","Hombre",45,2,2,2,2,4,4,4,4,1,4,4,4,4,4,4,1,1,1,2,3,4,1,4,1,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,116,"Moderada Afectación"
"Madrid","Madrid","Hombre",49,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,1,1,1,2,3,4,4,4,3,4,4,4,4,2,5,1,1,1,1,3,3,1,3,3,3,5,3,3,2,2,2,2,1,2,2,2,2,2,2,150,"Baja Afectación"
"Madrid","Madrid","Hombre",56,1,1,2,1,3,3,4,4,3,4,4,4,3,4,4,3,2,1,2,4,3,4,3,3,3,4,3,3,3,5,3,3,3,3,3,5,2,5,5,3,5,4,3,2,1,1,2,2,2,2,2,2,1,1,156,"Baja Afectación"
"Madrid","Madrid","Mujer",41,2,2,2,2,2,3,3,3,3,4,4,2,2,1,1,1,1,1,1,3,1,3,3,3,4,3,1,3,3,3,2,1,1,3,1,3,3,1,1,1,3,3,1,2,1,2,2,2,2,2,2,2,2,1,114,"Moderada Afectación"
"Madrid","Madrid","Mujer",26,2,2,2,2,2,2,2,2,3,4,4,2,4,4,4,1,2,1,2,2,2,2,4,2,4,4,4,4,2,5,1,1,1,1,5,2,2,1,1,1,4,2,2,1,2,2,1,2,2,2,2,2,2,1,125,"Moderada Afectación"
"Madrid","Madrid","Hombre",47,2,2,2,1,3,4,3,4,3,4,4,3,4,1,1,1,2,1,2,3,3,3,3,3,3,3,3,3,3,5,3,3,2,3,3,5,1,5,5,3,3,2,2,2,2,2,2,1,1,2,2,2,2,1,141,"Baja Afectación"
"Madrid","Madrid","Mujer",28,2,2,2,1,3,3,3,4,3,4,4,4,4,4,2,1,2,1,2,4,4,3,4,4,4,4,4,4,3,5,2,1,3,1,5,3,1,3,3,2,5,2,5,2,1,2,1,2,2,2,2,2,2,1,149,"Baja Afectación"
"Madrid","Madrid","Mujer",38,2,2,2,2,4,4,4,4,3,4,4,4,4,4,4,1,2,1,2,4,4,4,4,4,4,4,3,4,3,5,3,3,3,3,5,5,3,3,2,4,3,5,3,2,1,2,2,2,2,2,2,2,2,1,165,"Baja Afectación"
"Madrid","Madrid","Mujer",69,2,2,2,2,3,4,4,4,3,4,4,4,4,2,2,3,2,1,2,4,4,4,4,4,4,4,4,4,4,4,3,5,2,5,5,3,1,5,5,1,5,1,5,1,2,1,2,2,1,2,2,2,2,1,162,"Baja Afectación"
"Madrid","Madrid","Hombre",59,1,2,2,1,3,4,4,2,3,4,4,4,4,3,4,1,1,1,2,4,4,4,4,4,4,4,4,4,3,5,2,3,2,2,5,3,2,3,2,2,5,3,2,2,1,2,2,2,2,2,2,2,2,1,150,"Baja Afectación"
"Madrid","Madrid","Hombre",54,2,2,2,1,4,4,4,4,1,4,4,4,4,1,4,2,2,1,2,4,4,4,4,4,3,3,2,4,2,3,2,2,1,1,5,5,1,5,5,5,5,5,5,2,1,2,2,1,2,2,2,2,2,2,156,"Baja Afectación"
"Madrid","Madrid","Mujer",29,1,2,2,2,1,1,1,1,3,4,4,4,1,1,1,1,2,2,1,1,3,1,3,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,2,2,2,2,2,2,2,1,88,"Alta Afectación"
"Madrid","Madrid","Mujer",41,2,2,2,2,1,1,4,1,1,4,2,2,1,2,2,1,1,1,2,2,1,1,4,1,4,4,2,4,4,5,2,2,5,2,2,5,2,2,2,2,1,2,5,1,1,2,1,1,2,2,2,2,2,1,117,"Moderada Afectación"
"Madrid","Madrid","Hombre",48,1,2,2,2,3,4,4,4,4,4,4,4,4,2,4,1,2,1,2,4,4,4,4,3,4,4,4,4,3,5,2,1,2,1,5,3,2,2,2,2,2,5,3,2,1,2,2,1,2,2,2,2,2,1,148,"Baja Afectación"
"Madrid","Madrid","Mujer",34,1,2,2,1,2,3,1,3,2,4,4,3,2,2,2,1,1,1,2,3,4,2,4,2,4,3,3,3,2,4,1,4,1,1,1,1,1,2,3,1,4,1,2,2,1,2,2,2,1,2,2,2,2,1,115,"Moderada Afectación"
"Madrid","Madrid","Hombre",40,1,2,2,2,3,3,3,3,2,4,3,3,2,3,3,3,2,1,2,4,4,4,4,4,4,3,2,2,2,3,2,2,2,2,2,4,4,2,2,4,4,2,4,2,1,2,2,1,2,2,2,2,2,1,138,"Moderada Afectación"
"Madrid","Madrid","Hombre",38,1,2,2,2,3,3,2,2,1,1,3,2,1,1,1,1,1,1,1,3,3,1,3,1,3,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,99,"Moderada Afectación"
"Madrid","Madrid","Mujer",32,1,2,2,2,3,3,3,3,3,4,4,4,1,1,1,1,1,2,1,1,1,1,1,4,4,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,97,"Moderada Afectación"
"Madrid","Madrid","Mujer",42,2,1,2,1,2,2,3,4,3,3,4,3,3,3,2,1,1,1,2,4,3,4,3,3,4,3,4,3,1,1,1,1,1,1,1,1,1,5,4,4,3,3,3,1,1,1,2,1,2,2,1,2,2,1,121,"Moderada Afectación"
"Madrid","Madrid","Mujer",32,2,2,2,2,3,3,2,3,3,3,4,3,2,3,3,1,1,1,1,4,4,3,4,4,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,127,"Moderada Afectación"
"Madrid","Madrid","Mujer",25,2,2,1,1,3,4,3,4,3,4,4,3,4,3,4,1,1,3,2,3,4,3,4,3,4,3,3,3,1,1,1,1,2,2,3,1,2,5,5,2,3,2,2,1,1,2,1,2,1,2,2,2,2,1,132,"Moderada Afectación"
"Madrid","Madrid","Hombre",40,1,2,1,1,3,3,3,4,3,4,4,3,3,4,3,3,1,1,2,3,3,3,2,4,3,3,3,3,3,5,1,1,3,1,3,2,1,5,5,2,4,2,2,1,1,1,2,1,1,2,2,2,2,1,132,"Moderada Afectación"
"Madrid","Madrid","Mujer",34,3,2,2,2,3,3,3,4,4,3,4,3,3,3,4,1,2,1,2,3,3,3,3,3,4,3,3,3,3,3,2,2,3,2,5,5,2,5,3,3,3,3,3,1,1,2,2,2,2,2,2,2,2,1,146,"Baja Afectación"
"Madrid","Madrid","Mujer",38,2,2,2,2,1,1,1,2,3,3,3,2,1,1,2,1,1,1,1,1,1,1,3,2,4,1,3,3,3,4,1,1,2,2,4,3,1,2,2,1,3,2,2,1,2,1,2,1,2,2,2,2,2,1,102,"Moderada Afectación"
"Madrid","Madrid","Hombre",31,3,2,1,1,3,4,3,4,3,4,4,3,3,2,4,3,2,1,2,4,4,4,3,3,4,3,4,3,3,5,1,1,1,1,5,5,1,5,5,1,3,1,5,1,1,2,2,2,2,2,2,2,2,1,146,"Baja Afectación"
"Madrid","Madrid","Mujer",72,3,2,2,2,3,4,4,4,4,4,4,4,4,3,4,1,2,2,2,3,3,4,4,4,4,4,4,4,4,5,5,5,2,5,5,5,2,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,179,"Baja Afectación"
"Madrid","Madrid","Hombre",54,2,2,1,1,2,4,4,4,3,4,4,4,4,2,2,3,2,1,2,4,4,3,4,3,4,4,4,3,5,5,4,5,5,3,5,5,4,5,5,4,5,5,5,2,2,2,2,2,2,2,2,2,2,2,176,"Baja Afectación"
"Madrid","Madrid","Hombre",38,2,2,2,2,3,3,4,4,3,4,4,4,3,1,2,3,1,1,2,4,4,2,2,1,2,3,3,3,2,3,2,2,1,1,1,5,1,1,1,1,1,1,5,1,1,1,1,2,1,2,2,2,2,1,118,"Moderada Afectación"
"Madrid","Madrid","Mujer",73,1,2,2,2,1,4,3,4,1,4,4,3,4,2,2,3,1,2,2,3,1,3,4,4,4,3,3,3,4,5,3,5,1,5,3,1,2,5,5,3,5,1,1,2,2,1,2,2,2,2,2,2,2,1,144,"Baja Afectación"
"Madrid","Madrid","Hombre",40,1,2,2,2,3,3,4,4,3,4,4,4,4,3,1,3,2,1,2,3,3,3,4,2,4,4,3,3,3,4,2,2,2,2,3,2,2,5,2,2,4,2,2,2,2,2,2,1,2,2,2,2,2,2,141,"Baja Afectación"
"Madrid","Madrid","Hombre",35,1,2,2,2,1,1,3,2,3,4,4,4,4,2,2,1,2,1,2,3,2,2,2,1,1,1,1,1,4,4,2,2,2,1,4,4,2,4,4,1,5,5,5,2,2,2,2,2,2,2,2,2,2,1,127,"Moderada Afectación"
"Madrid","Madrid","Hombre",63,1,2,1,1,4,4,3,3,4,4,4,3,1,2,2,3,1,1,2,3,2,4,4,4,3,4,3,2,4,5,2,2,2,2,5,5,1,1,1,1,4,5,4,2,1,2,1,2,2,2,2,2,2,2,139,"Moderada Afectación"
"Madrid","Madrid","Mujer",21,2,2,2,1,3,3,4,4,2,4,4,2,4,3,4,1,1,3,1,3,3,3,3,3,3,3,3,4,1,5,1,1,1,1,2,5,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,128,"Moderada Afectación"
"Madrid","Madrid","Hombre",60,4,2,2,2,3,4,4,4,4,4,4,4,4,4,4,3,2,2,2,4,4,4,4,3,4,4,4,3,5,5,5,5,5,5,5,3,5,3,3,3,5,5,5,2,2,2,1,2,2,2,2,2,2,2,184,"Baja Afectación"
"Madrid","Madrid","Hombre",26,4,2,2,2,1,2,4,3,3,4,4,4,4,4,2,1,2,1,2,4,2,3,4,1,3,3,3,4,3,5,2,1,3,2,5,4,2,1,1,1,3,2,2,2,2,1,2,2,2,2,2,2,2,1,135,"Moderada Afectación"
"Madrid","Madrid","Hombre",24,1,2,2,1,1,1,2,3,3,4,4,4,4,4,1,1,2,3,1,2,2,3,2,3,1,1,3,3,4,4,1,1,1,1,4,1,1,1,1,1,2,2,2,1,1,2,1,2,1,2,2,1,1,1,106,"Moderada Afectación"
"Madrid","Madrid","Hombre",41,2,2,2,2,3,3,4,4,1,4,4,4,4,4,4,1,1,1,2,4,4,4,4,4,4,4,3,4,2,5,1,2,2,2,5,4,2,3,3,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,145,"Baja Afectación"
"Madrid","Madrid","Hombre",65,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,1,1,2,2,4,4,2,4,1,4,4,4,4,5,5,5,2,5,1,1,1,5,5,5,5,5,5,5,2,2,1,2,2,2,2,2,2,2,1,169,"Baja Afectación"
"Madrid","Madrid","Hombre",21,3,2,2,2,3,3,4,4,3,4,4,4,4,2,2,1,2,1,2,4,4,4,4,3,4,4,4,4,3,4,2,2,2,2,3,5,2,5,2,4,4,4,2,2,1,2,2,2,2,2,2,2,2,1,153,"Baja Afectación"
"Madrid","Madrid","Hombre",33,3,2,2,2,3,4,3,4,4,4,4,4,4,3,3,3,2,1,2,4,4,3,3,3,4,4,4,4,4,5,2,2,4,2,5,4,2,5,4,2,4,4,5,2,1,2,1,2,2,2,2,2,2,1,163,"Baja Afectación"
"Madrid","Madrid","Hombre",33,2,2,2,2,1,1,1,1,3,3,4,4,3,1,3,2,2,1,1,1,3,3,3,1,1,1,1,1,4,5,2,4,1,4,4,4,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,1,2,1,110,"Moderada Afectación"
"Madrid","Madrid","Mujer",76,4,2,1,2,4,4,4,4,4,4,4,4,4,4,4,3,2,1,2,4,4,3,4,4,4,4,4,4,5,5,3,5,3,4,5,5,2,5,5,3,5,2,2,2,2,1,1,2,2,2,2,2,2,1,174,"Baja Afectación"
"Madrid","Madrid","Mujer",65,1,2,1,2,2,3,2,4,4,4,4,3,1,2,2,3,1,3,2,3,3,2,3,3,3,3,3,3,5,5,1,1,2,2,3,3,2,2,1,2,5,2,2,1,1,1,1,2,1,1,1,2,2,1,124,"Moderada Afectación"
"Madrid","Madrid","Mujer",30,3,2,2,2,4,4,4,4,4,4,4,4,4,3,3,1,2,3,2,4,4,4,4,3,3,3,3,3,5,5,5,3,3,2,3,3,5,5,5,3,5,3,5,2,1,2,2,2,2,2,2,2,2,2,171,"Baja Afectación"
"Madrid","Madrid","Hombre",40,2,2,2,2,1,3,3,3,4,4,4,3,3,3,4,3,1,1,2,4,3,2,4,3,3,3,3,3,4,5,1,2,1,5,5,4,1,5,2,1,4,4,1,1,1,2,2,1,2,2,2,2,2,1,141,"Baja Afectación"
"Madrid","Madrid","Mujer",53,2,2,1,1,3,3,3,4,3,4,4,4,3,2,4,1,2,3,2,3,3,4,4,4,4,4,4,3,2,4,1,2,2,2,5,3,2,5,2,2,4,2,2,1,1,2,2,2,2,2,2,2,2,1,143,"Baja Afectación"
"Madrid","Madrid","Hombre",18,3,2,2,2,3,4,3,4,3,4,4,4,3,4,4,3,2,1,2,4,4,3,4,4,4,3,3,4,5,5,1,1,5,1,5,5,2,1,5,1,5,5,5,2,2,2,2,2,2,2,2,2,2,1,163,"Baja Afectación"
"Madrid","Madrid","Hombre",33,2,2,1,1,2,3,3,2,4,4,4,4,4,1,1,3,2,1,2,4,4,4,2,3,4,4,3,3,4,4,3,4,3,3,5,5,3,2,2,2,4,4,4,2,2,2,2,2,2,2,2,2,2,1,150,"Baja Afectación"
"Madrid","Madrid","Mujer",39,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,3,2,1,2,4,4,3,4,4,4,4,4,4,3,3,2,2,3,3,3,4,3,3,3,3,3,4,4,2,2,2,2,1,2,2,2,2,2,2,162,"Baja Afectación"
"Madrid","Madrid","Hombre",46,2,2,2,1,2,2,4,4,2,4,3,3,3,3,3,1,1,1,1,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,5,3,5,5,5,5,5,2,2,1,1,2,2,2,2,2,2,2,2,1,132,"Moderada Afectación"
"Madrid","Madrid","Hombre",71,3,2,2,2,3,3,4,4,3,4,4,4,4,4,4,3,2,2,2,4,4,4,4,4,3,4,4,4,5,3,5,2,3,2,5,5,3,5,3,3,5,3,3,2,2,1,2,2,2,2,2,2,2,2,170,"Baja Afectación"
"Madrid","Madrid","Mujer",58,1,2,2,1,3,3,3,3,2,3,3,3,2,2,1,3,2,1,2,4,3,2,4,2,4,3,2,3,3,4,1,1,1,4,4,4,1,1,2,4,2,1,2,1,1,2,2,2,2,2,2,2,2,2,124,"Moderada Afectación"
"Madrid","Madrid","Mujer",27,2,2,2,2,2,2,2,2,2,4,4,3,2,2,3,1,1,1,2,1,1,3,3,3,1,1,2,2,3,3,2,2,2,2,3,3,2,5,2,2,3,2,2,1,1,1,2,2,1,2,2,2,2,1,113,"Moderada Afectación"
"Madrid","Madrid","Hombre",74,1,2,2,2,4,4,3,4,4,4,4,4,4,4,4,1,2,1,2,4,4,4,4,2,4,4,4,4,3,4,2,2,1,1,5,2,4,3,3,1,5,2,2,2,2,2,2,2,2,2,2,2,2,1,151,"Baja Afectación"
"Madrid","Madrid","Hombre",47,1,2,2,2,3,3,3,3,3,4,4,4,3,4,4,1,1,1,2,4,4,3,4,3,4,3,3,3,2,4,1,2,2,1,2,2,1,4,3,3,4,3,3,2,2,2,2,1,1,2,2,2,2,2,138,"Moderada Afectación"
"Madrid","Madrid","Mujer",55,1,2,2,2,4,4,4,4,4,4,4,4,3,4,4,3,2,1,2,4,4,4,4,4,4,4,4,4,1,5,1,1,1,1,5,5,3,5,3,3,5,5,5,2,2,2,2,2,2,2,2,2,2,2,165,"Baja Afectación"
"Madrid","Madrid","Hombre",71,2,2,2,2,3,3,3,3,3,4,4,3,3,3,2,3,1,1,2,4,3,4,4,4,3,3,4,4,1,5,2,3,3,5,5,5,5,5,5,2,5,5,3,2,1,2,1,2,2,2,2,2,2,1,160,"Baja Afectación"
"Madrid","Madrid","Hombre",60,2,2,2,2,4,4,4,4,3,4,4,4,4,4,4,1,2,1,2,4,4,1,4,3,4,4,3,3,2,5,2,2,2,2,4,2,3,3,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,149,"Baja Afectación"
"Madrid","Madrid","Mujer",44,3,2,2,2,4,2,3,4,2,4,4,2,3,2,2,2,2,1,2,3,1,4,2,2,2,3,2,3,4,5,1,1,1,1,4,5,1,1,1,1,2,1,5,1,1,2,2,1,2,2,2,2,2,1,122,"Moderada Afectación"
"Madrid","Madrid","Hombre",22,4,2,2,1,4,4,4,4,4,4,4,4,4,4,4,3,2,3,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,2,2,2,2,2,2,2,2,2,1,194,"Baja Afectación"
"Madrid","Madrid","Mujer",23,2,2,2,1,3,3,2,2,3,4,4,3,3,3,4,1,1,1,1,3,3,1,4,2,2,2,1,1,1,3,1,1,1,1,2,2,1,4,4,2,3,2,2,1,1,2,1,2,2,2,2,2,2,1,112,"Moderada Afectación"
"Madrid","Madrid","Mujer",59,2,2,2,2,3,3,3,4,3,4,4,4,4,3,4,3,1,1,2,3,3,3,4,4,4,4,4,4,3,3,2,5,2,3,3,1,1,2,2,1,5,1,1,2,2,1,1,2,2,2,2,1,2,1,140,"Moderada Afectación"
"Madrid","Madrid","Hombre",30,3,2,2,1,3,4,3,3,4,4,4,4,4,3,3,1,1,3,2,4,3,3,3,3,4,3,3,3,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,121,"Moderada Afectación"
"Madrid","Madrid","Hombre",37,2,2,2,1,3,4,4,3,3,4,4,3,4,3,4,1,2,1,2,3,4,3,4,4,3,4,3,3,4,4,1,1,1,1,4,4,1,2,2,2,2,1,2,1,1,2,1,1,2,2,2,2,2,2,133,"Moderada Afectación"
"Madrid","Madrid","Mujer",18,1,2,2,2,3,1,1,1,1,3,1,1,1,2,1,1,1,1,2,3,1,1,1,1,1,1,1,1,4,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,77,"Alta Afectación"
"Madrid","Madrid","Mujer",75,3,2,2,2,4,3,3,4,4,4,4,4,4,4,4,3,1,1,2,4,4,4,4,4,4,3,4,3,5,5,5,5,3,5,5,3,5,5,5,3,5,5,5,2,2,1,2,2,2,2,2,2,2,1,181,"Baja Afectación"
"Madrid","Madrid","Mujer",45,2,2,1,1,4,4,3,4,2,3,4,3,3,4,4,3,2,1,2,3,4,3,4,4,4,3,4,3,1,5,1,1,1,1,5,5,2,5,5,2,5,5,5,1,1,1,1,1,2,2,2,2,2,1,149,"Baja Afectación"
"Madrid","Madrid","Mujer",45,3,2,2,2,4,3,3,4,2,4,2,2,2,2,2,3,1,1,1,1,2,3,3,2,4,3,3,3,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,2,2,1,2,2,2,2,2,1,107,"Moderada Afectación"
"Madrid","Madrid","Mujer",63,2,2,2,2,1,2,1,2,4,4,4,4,4,2,4,3,2,1,2,3,4,4,4,3,4,4,4,3,3,5,1,2,2,2,3,2,2,5,2,2,5,2,1,2,2,2,2,2,2,2,2,2,2,1,141,"Baja Afectación"
"Madrid","Madrid","Hombre",43,2,2,2,2,2,2,3,3,3,4,4,3,3,3,3,1,2,1,2,3,2,3,3,2,2,2,2,2,4,5,2,4,1,3,4,4,1,1,3,4,3,2,2,2,2,2,2,1,2,2,2,2,2,1,131,"Moderada Afectación"
"Madrid","Madrid","Hombre",50,1,2,2,2,4,3,3,3,2,4,4,3,3,3,3,1,1,1,2,3,3,4,3,3,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,2,2,2,2,1,112,"Moderada Afectación"
"Madrid","Madrid","Hombre",52,1,2,2,1,3,3,3,4,3,4,4,3,3,4,4,3,1,1,2,4,3,3,4,4,3,4,3,3,2,3,2,2,2,2,2,2,2,5,5,5,3,2,3,1,2,1,1,1,2,2,2,2,2,1,141,"Baja Afectación"
"Madrid","Madrid","Mujer",30,3,2,2,2,3,3,3,3,4,4,4,3,3,3,4,3,2,1,2,3,3,4,3,4,3,3,3,3,3,5,1,1,3,1,3,3,1,1,1,1,3,3,3,2,2,1,2,2,2,2,2,2,2,1,136,"Moderada Afectación"
"Madrid","Madrid","Mujer",62,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,5,5,5,5,5,5,5,4,2,2,2,2,2,2,2,2,2,2,2,182,"Baja Afectación"
"Madrid","Madrid","Mujer",40,2,2,1,2,3,2,2,2,3,4,4,3,1,3,1,1,1,3,2,4,3,3,2,2,2,2,3,3,2,3,1,1,2,1,3,2,2,2,2,2,2,3,2,2,1,2,2,2,1,1,2,1,2,2,114,"Moderada Afectación"
"Madrid","Madrid","Hombre",19,2,2,1,1,1,3,3,4,4,4,4,4,4,4,4,1,1,3,2,4,4,4,4,4,4,3,3,4,3,5,5,5,3,5,5,5,3,5,2,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,174,"Baja Afectación"
"Madrid","Madrid","Hombre",54,2,2,2,2,2,2,2,2,2,4,4,4,3,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,2,3,1,1,1,1,1,1,1,5,5,1,5,1,1,2,2,1,2,2,1,1,1,1,2,1,113,"Moderada Afectación"
"Madrid","Madrid","Mujer",46,1,2,2,1,2,1,1,1,4,4,4,4,3,1,1,2,2,1,2,3,3,3,3,3,3,4,1,3,3,3,1,1,1,1,4,4,4,4,4,4,3,3,3,1,1,2,2,1,2,2,2,2,2,1,126,"Moderada Afectación"
"Madrid","Madrid","Mujer",22,2,2,2,2,4,3,3,4,3,4,4,4,4,3,3,3,2,1,2,3,3,3,2,3,3,3,3,2,3,5,2,5,2,1,5,1,1,5,5,5,5,2,2,2,1,2,2,2,2,2,2,2,2,1,149,"Baja Afectación"
"Madrid","Madrid","Hombre",78,2,2,1,1,3,4,4,4,3,4,4,4,4,4,4,1,2,2,2,4,4,4,4,4,4,4,4,3,4,5,1,2,1,4,4,4,2,5,5,4,4,2,4,2,1,2,2,2,2,2,2,2,2,2,162,"Baja Afectación"
"Madrid","Madrid","Hombre",62,1,2,1,1,3,4,4,4,4,4,4,4,4,4,4,3,2,3,2,4,4,4,4,3,4,4,4,4,5,5,3,2,2,1,4,2,1,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,1,147,"Baja Afectación"
"Madrid","Madrid","Mujer",20,3,1,2,1,1,1,2,1,3,3,3,3,3,1,1,1,2,1,1,1,1,2,3,1,2,1,1,1,4,4,2,2,1,2,4,4,2,2,2,2,4,2,1,1,1,2,2,2,2,2,2,2,2,1,104,"Moderada Afectación"
"Madrid","Madrid","Mujer",25,1,2,2,1,2,2,2,2,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,77,"Alta Afectación"
"Madrid","Madrid","Hombre",69,1,2,2,2,2,3,3,4,3,4,4,3,4,4,4,1,2,1,1,3,3,4,4,4,4,3,4,3,2,5,1,2,2,2,2,4,2,5,5,1,2,2,3,2,1,2,2,2,2,2,2,2,2,2,143,"Baja Afectación"
"Madrid","Madrid","Hombre",42,2,2,2,2,2,4,1,4,3,3,4,4,4,2,2,1,1,1,2,1,4,2,4,2,4,1,2,3,2,4,2,3,2,2,3,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,1,124,"Moderada Afectación"
"Madrid","Madrid","Hombre",31,3,2,2,2,4,4,3,4,4,4,4,3,4,3,2,3,2,1,2,4,3,4,4,4,4,3,4,4,5,5,5,5,4,4,5,2,5,5,2,2,5,4,2,2,2,2,2,1,2,2,2,2,2,1,170,"Baja Afectación"
"Madrid","Madrid","Hombre",74,1,2,2,2,2,2,3,4,2,4,4,3,3,2,3,1,1,1,2,3,3,3,3,3,4,3,3,3,1,4,1,3,1,1,1,1,1,5,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,118,"Moderada Afectación"
"Madrid","Madrid","Mujer",43,1,2,2,1,1,1,1,1,3,3,1,1,4,1,2,3,1,3,1,1,1,2,1,1,1,1,1,1,3,5,1,1,1,1,1,1,1,3,3,3,1,1,4,1,1,2,1,2,1,1,2,1,2,1,88,"Alta Afectación"
"Madrid","Madrid","Mujer",85,3,2,2,2,3,3,4,4,2,4,4,4,4,2,4,1,2,1,2,4,4,4,2,4,4,4,3,3,5,5,2,2,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,1,2,2,2,2,1,174,"Baja Afectación"
"Madrid","Madrid","Hombre",27,3,2,2,2,4,4,4,4,4,4,4,4,4,4,4,3,2,1,2,4,4,4,4,4,4,4,4,4,4,5,4,5,4,1,5,5,5,5,5,5,5,4,5,2,2,2,1,2,2,2,2,2,2,2,185,"Baja Afectación"
"Madrid","Madrid","Hombre",20,1,2,1,1,4,3,4,4,4,4,4,4,4,3,4,2,2,3,2,4,4,3,3,3,3,4,3,3,4,4,4,1,1,1,5,2,3,4,2,2,4,2,4,2,2,2,2,2,2,2,2,2,2,2,151,"Baja Afectación"
"País Vasco","Álava","Hombre",69,1,2,2,2,3,4,3,4,4,4,4,3,1,1,4,1,1,1,2,3,3,2,4,4,3,4,3,3,1,5,1,1,1,1,5,1,1,5,5,1,1,3,2,2,1,1,2,2,2,2,2,2,2,1,129,"Moderada Afectación"
"País Vasco","Álava","Mujer",52,2,2,2,2,3,2,2,3,3,4,4,3,3,2,2,1,2,1,2,3,3,3,4,3,3,3,3,3,3,5,2,2,4,2,2,5,2,5,5,2,5,2,4,1,2,1,1,2,2,2,2,2,2,1,141,"Baja Afectación"
"País Vasco","Álava","Mujer",64,2,2,2,2,2,3,3,1,1,4,3,2,1,2,4,1,1,2,2,1,2,3,2,2,1,3,2,1,2,1,1,1,2,1,2,1,5,5,3,5,2,1,1,1,1,1,2,2,1,2,1,1,2,1,105,"Moderada Afectación"
"País Vasco","Álava","Hombre",54,3,2,2,1,3,3,3,3,1,4,4,4,3,2,3,1,1,3,2,3,3,2,3,3,3,3,3,3,2,3,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,1,2,2,2,2,2,2,130,"Moderada Afectación"
"País Vasco","Álava","Hombre",69,1,2,2,2,4,3,3,4,3,4,4,4,4,4,4,3,1,1,2,4,3,3,4,3,4,4,4,3,3,5,3,3,3,5,5,3,3,5,5,4,5,3,3,2,2,2,2,2,2,2,2,2,2,2,167,"Baja Afectación"
