"CCAA","PROV","SEXO","EDAD","P1","P2","P3","P3A","P5_1","P5_2","P5_3","P5_4","P6_1","P6_2","P6_3","P6_4","P6_5","P6_6","P6_7","P7","P8","P9","P10","P11_1","P11_2","P11_3","P11_4","P11_5","P11_6","P11_7","P11_8","P11_9","P12_1","P12_2","P12_3","P12_4","P12_5","P12_6","P12_7","P12_8","P12_9","P12_10","P12_11","P12_12","P12_13","P12_14","P12_15","P14A","P14B","P16A","P16B","P18","P26","P27","P28","P29","P30","P13_dolores","impacto_raw","impacto_salud_mental"
"Andalucía","Málaga","Mujer",50,2,2,1,1,4,4,4,4,3,4,4,3,4,4,4,1,2,3,2,4,4,3,4,3,4,3,3,4,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,2,2,2,2,1,2,2,2,2,2,1,181,"Baja Afectación"
"Andalucía","Málaga","Hombre",67,2,2,2,1,4,4,4,4,4,4,4,4,4,3,4,1,1,1,2,4,4,4,4,4,4,4,4,3,3,4,3,3,3,3,3,3,3,4,3,2,3,4,2,2,1,1,1,2,2,2,2,2,2,1,154,"Baja Afectación"
"Andalucía","Málaga","Hombre",49,2,2,2,2,4,4,3,4,3,4,4,4,4,3,3,1,1,2,2,2,3,3,4,2,4,4,4,4,1,1,1,1,1,1,1,1,2,4,3,2,4,3,3,2,2,1,1,1,2,2,2,2,2,1,131,"Moderada Afectación"
"Andalucía","Málaga","Mujer",80,1,2,2,1,2,3,3,4,3,3,3,3,2,1,3,1,1,1,2,3,3,2,1,1,3,3,3,3,1,1,1,1,1,1,1,1,1,5,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,101,"Moderada Afectación"
"Andalucía","Málaga","Mujer",56,1,2,2,2,2,1,1,3,3,4,4,3,2,4,4,1,1,2,2,3,3,2,4,2,3,3,3,2,2,2,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,1,108,"Moderada Afectación"
"Andalucía","Málaga","Hombre",33,1,2,2,2,3,3,2,4,1,4,3,3,3,2,2,1,1,1,1,3,3,3,4,2,4,3,3,3,4,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,1,108,"Moderada Afectación"
"Andalucía","Málaga","Hombre",42,1,2,2,1,3,4,1,4,4,4,4,4,4,1,2,1,1,1,2,2,4,4,4,2,4,4,2,2,3,4,1,1,1,1,4,1,1,3,3,2,3,1,1,2,2,2,2,1,1,2,2,2,2,1,123,"Moderada Afectación"
"Andalucía","Málaga","Hombre",45,2,2,2,2,2,3,4,4,3,4,4,4,4,2,3,1,2,1,2,4,3,4,2,4,4,4,3,3,1,4,1,2,2,2,3,3,2,5,5,5,2,5,3,2,1,2,1,1,2,2,2,2,2,1,145,"Baja Afectación"
"Andalucía","Málaga","Hombre",57,1,2,2,2,3,4,4,4,3,4,4,4,3,3,4,1,1,3,2,4,4,4,3,3,3,3,4,4,3,5,3,3,3,3,3,3,3,3,3,3,5,3,3,2,2,2,2,2,2,2,2,2,2,2,157,"Baja Afectación"
"Andalucía","Málaga","Mujer",35,2,2,2,1,3,1,1,1,1,1,1,1,2,4,3,1,1,1,1,1,1,1,1,1,3,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,2,1,1,2,1,2,2,1,79,"Alta Afectación"
"Andalucía","Málaga","Hombre",59,2,2,2,2,4,4,4,4,4,4,4,4,3,4,4,3,1,1,2,4,4,4,2,2,4,4,4,4,4,4,3,3,2,4,2,1,2,1,1,1,2,3,2,2,2,1,2,2,2,2,2,2,2,1,145,"Baja Afectación"
"Andalucía","Málaga","Hombre",34,3,2,2,2,4,4,3,4,4,4,4,4,4,3,1,3,2,1,2,4,4,4,3,4,4,4,4,4,3,5,3,5,3,3,3,5,5,5,5,5,5,3,5,2,2,1,2,1,2,2,2,2,2,1,173,"Baja Afectación"
"Andalucía","Málaga","Hombre",35,2,2,2,2,3,4,3,4,3,4,4,4,4,4,4,1,2,1,2,4,4,4,4,3,4,3,4,3,2,2,2,2,2,2,5,5,2,2,2,2,5,3,5,2,2,2,2,2,2,2,2,2,2,2,153,"Baja Afectación"
"Andalucía","Málaga","Mujer",47,1,2,2,2,3,4,4,4,4,4,4,4,4,4,2,3,2,1,2,4,4,4,4,4,3,4,4,4,4,5,4,4,4,4,5,4,5,5,4,5,5,5,5,2,2,2,2,1,2,2,2,2,2,2,180,"Baja Afectación"
"Andalucía","Málaga","Hombre",45,2,2,2,2,2,2,2,2,2,4,3,1,1,1,1,1,1,1,1,2,2,2,2,2,4,3,1,2,2,3,2,2,1,1,5,3,1,5,1,1,3,1,1,2,1,2,2,2,2,2,2,2,1,1,104,"Moderada Afectación"
"Andalucía","Málaga","Hombre",27,3,2,2,1,4,4,4,4,3,4,4,4,4,4,3,1,2,1,2,4,4,4,4,3,3,4,4,4,2,2,2,2,2,2,2,2,3,3,3,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,148,"Baja Afectación"
"Andalucía","Málaga","Hombre",24,2,2,2,2,4,4,4,4,3,4,4,4,3,4,4,1,2,1,1,4,4,4,4,4,4,4,4,4,5,5,3,2,2,2,5,5,4,5,3,2,5,4,2,2,2,2,2,2,2,2,2,2,2,2,167,"Baja Afectación"
"Andalucía","Málaga","Hombre",47,2,2,2,2,3,4,4,4,4,4,4,3,4,4,4,1,2,1,2,4,4,2,4,2,3,4,4,2,3,5,3,3,2,2,2,5,3,5,3,2,4,2,1,2,1,2,2,1,1,2,2,2,2,1,148,"Baja Afectación"
"Andalucía","Málaga","Hombre",46,3,2,2,1,3,4,3,4,3,4,4,4,4,4,4,1,2,1,2,4,3,4,4,3,4,4,3,3,3,4,3,3,2,3,3,3,3,5,5,3,5,3,3,2,2,1,1,1,2,2,2,2,2,1,156,"Baja Afectación"
"Andalucía","Málaga","Mujer",41,2,2,2,1,2,3,1,1,3,4,3,2,2,3,2,3,1,1,1,2,3,1,3,2,3,3,3,2,1,2,1,2,1,1,1,3,2,1,1,1,4,2,1,1,1,1,1,1,1,1,1,1,2,1,97,"Moderada Afectación"
"Andalucía","Sevilla","Mujer",30,2,2,2,2,3,3,3,4,3,4,4,4,4,3,1,1,2,1,2,3,3,3,4,2,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,111,"Moderada Afectación"
"Andalucía","Sevilla","Hombre",33,1,2,2,2,1,4,3,3,1,4,4,3,4,3,4,2,1,1,2,3,3,4,3,4,4,4,3,4,1,4,1,1,3,5,5,4,5,5,5,5,4,5,5,2,2,2,2,2,2,2,2,2,2,1,158,"Baja Afectación"
"Andalucía","Sevilla","Hombre",37,2,2,2,1,3,2,1,2,4,4,2,2,2,2,4,3,1,3,1,3,3,3,4,2,4,2,2,2,3,5,3,3,2,5,5,5,3,1,1,5,3,1,2,2,2,2,2,1,2,2,2,2,2,1,135,"Moderada Afectación"
"Andalucía","Sevilla","Hombre",48,3,2,2,2,4,4,4,4,3,4,4,3,4,4,4,1,2,2,2,4,4,3,4,3,4,4,4,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2,2,1,2,2,2,2,2,1,157,"Baja Afectación"
"Andalucía","Sevilla","Mujer",63,2,2,2,2,4,3,3,2,4,4,4,4,4,4,4,3,2,1,2,4,4,4,4,4,4,4,4,4,3,2,5,2,2,2,2,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,169,"Baja Afectación"
"Andalucía","Sevilla","Hombre",53,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,3,2,1,2,4,4,4,4,4,4,4,4,4,5,5,3,3,3,3,3,3,3,5,5,3,5,5,5,2,2,2,2,2,2,2,2,2,2,2,177,"Baja Afectación"
"Andalucía","Sevilla","Hombre",35,4,2,2,2,4,4,3,4,4,4,4,4,4,4,4,3,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,2,5,5,2,5,5,5,2,2,2,2,2,2,2,1,2,2,2,2,2,1,178,"Baja Afectación"
"Andalucía","Sevilla","Mujer",48,1,2,2,2,2,1,1,3,4,3,4,4,1,2,3,1,1,1,2,1,3,3,4,3,4,3,4,3,2,5,1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,111,"Moderada Afectación"
"Andalucía","Sevilla","Mujer",52,1,2,2,2,3,4,4,3,3,4,4,4,4,4,4,3,2,1,2,4,3,4,4,2,4,4,3,3,3,5,1,2,1,2,5,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,137,"Moderada Afectación"
"Andalucía","Sevilla","Hombre",32,1,2,2,2,3,3,3,3,1,3,4,3,3,1,4,1,1,1,2,3,3,4,3,2,2,3,3,3,2,3,2,2,1,1,3,3,1,2,2,2,2,5,3,1,1,1,1,2,2,2,2,2,2,1,120,"Moderada Afectación"
"Andalucía","Sevilla","Hombre",47,1,2,2,2,2,3,3,4,3,4,4,3,3,1,1,1,1,1,2,4,3,3,3,3,3,4,3,3,2,3,1,1,2,2,3,3,2,5,5,1,2,2,3,2,1,2,2,1,2,2,2,2,2,1,128,"Moderada Afectación"
"Andalucía","Sevilla","Hombre",37,3,2,2,1,4,4,4,4,4,4,4,4,4,4,4,1,2,3,2,4,4,4,4,4,4,4,4,4,3,4,2,3,3,4,4,4,2,3,3,3,5,3,3,2,2,2,2,1,2,2,2,2,2,2,166,"Baja Afectación"
"Andalucía","Sevilla","Hombre",27,3,2,2,2,3,4,4,4,4,4,4,4,3,4,4,1,2,1,2,4,3,4,3,4,4,4,4,4,3,5,3,5,2,5,5,5,5,5,5,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,172,"Baja Afectación"
"Andalucía","Sevilla","Mujer",47,1,2,2,2,3,3,3,4,3,4,4,3,3,3,4,1,1,1,2,4,3,3,3,3,3,4,3,3,3,4,1,1,1,1,5,3,1,5,1,1,5,1,1,2,2,2,2,1,2,2,2,2,2,2,133,"Moderada Afectación"
"Andalucía","Sevilla","Hombre",40,2,2,2,1,4,4,4,4,3,4,4,4,4,1,1,1,2,3,2,4,3,4,4,3,4,4,3,4,1,5,2,2,1,2,3,5,1,5,5,3,5,2,1,2,2,2,2,1,2,2,2,2,2,2,149,"Baja Afectación"
"Andalucía","Sevilla","Hombre",49,2,2,2,1,3,3,3,4,3,4,4,3,3,4,4,1,2,1,2,3,3,4,3,3,4,3,3,3,1,2,3,2,2,1,1,3,5,2,2,2,5,2,2,2,1,1,2,1,1,1,2,2,2,1,131,"Moderada Afectación"
"Andalucía","Sevilla","Mujer",32,1,2,2,2,2,3,3,4,3,1,4,3,3,3,3,1,1,1,2,3,3,3,4,3,4,3,3,3,3,5,1,2,2,2,5,1,1,2,1,5,3,3,3,2,2,1,1,2,2,2,2,2,2,1,131,"Moderada Afectación"
"Andalucía","Sevilla","Hombre",38,3,2,2,1,3,3,3,4,3,4,4,3,3,4,3,3,2,3,2,4,3,3,3,3,4,4,4,3,2,5,1,2,2,1,5,5,3,5,5,5,5,4,3,1,1,2,2,1,1,2,2,2,1,1,155,"Baja Afectación"
"Andalucía","Sevilla","Mujer",69,1,2,2,2,2,1,3,1,4,4,4,4,4,3,4,1,1,1,2,3,3,4,1,3,4,4,4,3,3,3,1,3,3,3,3,3,5,5,5,2,5,3,5,2,2,2,1,2,2,2,2,2,2,1,147,"Baja Afectación"
"Andalucía","Sevilla","Hombre",62,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,1,1,1,2,4,4,2,4,4,4,4,4,3,2,3,3,2,2,1,1,1,1,1,1,1,1,3,1,2,1,1,2,2,2,2,2,2,2,1,129,"Moderada Afectación"
"Andalucía","Sevilla","Mujer",37,2,2,2,2,1,1,1,2,2,4,4,1,2,1,2,1,1,1,2,3,3,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,96,"Moderada Afectación"
"Andalucía","Sevilla","Hombre",26,2,1,2,2,3,3,3,3,2,4,4,3,2,1,2,1,1,1,2,3,3,2,2,3,3,4,2,2,1,3,1,1,1,1,1,3,1,4,4,3,3,3,1,1,2,2,1,2,1,2,2,2,1,1,114,"Moderada Afectación"
"Andalucía","Sevilla","Mujer",56,2,2,2,2,4,4,3,3,3,4,4,3,3,3,2,1,1,1,2,3,3,3,4,3,4,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,113,"Moderada Afectación"
"Andalucía","Sevilla","Mujer",56,1,2,2,1,3,4,3,3,3,4,3,3,1,3,3,3,1,1,1,3,3,2,4,2,4,2,3,3,1,2,2,2,1,1,1,2,1,1,1,1,3,2,1,2,2,1,2,2,2,2,2,2,2,1,113,"Moderada Afectación"
"Andalucía","Sevilla","Mujer",40,1,2,2,1,2,3,2,4,3,3,3,3,3,3,4,1,2,1,1,3,3,3,3,2,3,3,3,3,2,5,2,2,2,2,5,3,2,4,4,2,4,2,4,1,1,2,2,1,2,2,2,2,2,1,133,"Moderada Afectación"
"Andalucía","Sevilla","Mujer",30,1,2,2,2,2,4,2,3,2,4,2,2,2,2,2,1,1,1,1,2,2,2,4,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,94,"Moderada Afectación"
"Andalucía","Sevilla","Hombre",75,1,2,2,2,2,2,2,4,2,2,4,2,2,4,4,1,1,2,1,2,1,2,4,2,2,2,2,2,1,1,1,1,1,1,1,1,1,3,5,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,102,"Moderada Afectación"
"Andalucía","Sevilla","Mujer",51,2,2,2,2,3,4,2,4,3,3,2,3,2,4,4,1,2,1,2,4,4,2,2,4,4,4,4,2,2,4,2,2,2,2,2,2,2,2,2,2,2,4,3,2,1,2,1,1,2,2,2,2,1,1,130,"Moderada Afectación"
"Andalucía","Sevilla","Hombre",56,2,2,2,2,4,4,4,4,3,4,4,4,4,3,3,1,1,1,2,4,4,4,4,1,4,4,3,3,3,3,2,3,2,3,3,5,3,3,3,3,5,1,5,2,2,1,1,1,2,2,2,2,2,1,150,"Baja Afectación"
"Andalucía","Sevilla","Mujer",42,2,1,2,1,1,1,3,2,3,4,4,1,4,2,3,1,1,1,2,2,4,2,4,2,4,4,3,4,1,1,1,1,1,1,1,1,2,2,1,1,5,5,5,1,1,2,1,1,2,2,2,2,2,2,115,"Moderada Afectación"
"Andalucía","Sevilla","Hombre",39,2,2,1,2,4,4,4,4,4,4,4,4,4,3,3,2,2,1,2,4,4,4,4,4,4,4,4,3,4,5,2,3,3,2,5,5,5,4,5,4,5,5,4,2,2,2,2,1,2,1,2,2,1,1,170,"Baja Afectación"
"Andalucía","Sevilla","Mujer",35,1,1,2,2,2,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,3,5,5,5,3,3,3,1,1,1,1,2,2,1,2,1,2,1,89,"Alta Afectación"
"Andalucía","Sevilla","Mujer",38,3,2,2,1,3,3,4,4,4,4,4,4,3,2,4,3,1,1,2,3,4,4,4,3,3,4,3,3,2,5,2,2,2,2,2,2,2,2,2,2,2,5,3,1,1,1,1,1,2,2,2,2,2,1,138,"Moderada Afectación"
"Andalucía","Sevilla","Mujer",26,2,2,2,2,2,2,3,2,3,4,4,3,2,3,3,1,1,1,1,2,2,2,2,2,3,3,2,2,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,2,2,2,1,2,2,2,2,1,100,"Moderada Afectación"
"Andalucía","Sevilla","Mujer",40,1,2,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,3,1,2,1,1,3,3,3,1,1,1,1,1,1,1,1,2,3,1,2,5,5,5,4,1,1,2,1,1,2,1,1,2,2,2,2,1,93,"Moderada Afectación"
"Andalucía","Sevilla","Hombre",40,2,2,2,2,4,4,3,4,4,4,4,4,3,2,4,3,2,1,2,4,4,4,4,4,3,4,3,4,2,5,3,5,3,3,5,5,3,5,5,2,5,3,5,2,1,2,2,1,2,2,2,2,2,1,168,"Baja Afectación"
"Andalucía","Sevilla","Hombre",40,2,2,2,2,3,3,4,3,3,4,3,3,1,4,3,3,1,1,2,3,3,3,4,3,4,3,3,3,1,1,1,1,1,1,2,1,1,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,2,1,121,"Moderada Afectación"
"Andalucía","Sevilla","Hombre",31,1,2,2,2,4,4,3,4,2,3,4,3,3,3,4,1,1,1,2,3,4,3,4,4,4,3,4,3,2,4,1,1,1,1,4,1,1,1,1,1,4,4,4,2,1,2,2,2,2,2,2,2,2,2,133,"Moderada Afectación"
"Andalucía","Sevilla","Hombre",25,1,2,2,2,1,1,3,3,3,4,3,2,2,1,1,3,2,1,2,3,3,3,3,1,4,3,1,2,4,5,3,3,3,1,4,2,2,2,3,1,1,2,2,1,1,2,2,2,2,2,2,2,2,1,119,"Moderada Afectación"
"Andalucía","Sevilla","Hombre",25,3,2,2,2,4,4,4,4,4,4,4,4,4,3,4,3,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,3,3,3,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,188,"Baja Afectación"
"Andalucía","Sevilla","Hombre",50,1,2,1,1,3,3,3,3,1,2,4,2,2,2,2,1,1,3,2,1,3,2,4,3,4,3,2,2,1,2,2,1,1,1,2,3,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,107,"Moderada Afectación"
"Andalucía","Sevilla","Hombre",25,3,2,2,2,2,2,2,3,2,3,4,4,4,4,3,3,2,1,2,4,4,4,4,1,3,3,3,3,3,5,3,3,3,3,3,3,3,5,3,2,5,5,3,2,2,2,1,2,2,2,2,2,2,1,151,"Baja Afectación"
"Andalucía","Sevilla","Mujer",23,1,1,2,2,1,1,1,2,2,4,4,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,77,"Alta Afectación"
"Andalucía","Sevilla","Hombre",60,2,2,2,1,3,3,4,4,4,4,4,4,4,1,2,1,2,1,2,4,3,4,3,4,4,4,3,3,3,5,2,2,3,3,3,5,2,5,5,5,2,5,5,2,2,2,2,2,1,2,2,2,2,2,158,"Baja Afectación"
"Andalucía","Sevilla","Mujer",70,1,2,2,1,3,2,1,1,1,1,1,1,1,1,1,1,2,3,1,2,1,1,1,3,1,1,2,2,1,1,1,1,2,1,1,1,1,5,1,1,1,5,2,1,1,2,2,2,2,2,2,1,2,1,84,"Alta Afectación"
"Andalucía","Sevilla","Mujer",51,2,2,2,2,4,4,4,4,4,4,4,4,4,4,3,3,1,1,2,4,4,3,3,3,4,3,3,3,4,5,1,1,2,3,2,3,2,1,2,2,1,2,2,2,1,1,2,1,1,2,1,2,2,1,137,"Moderada Afectación"
"Andalucía","Sevilla","Hombre",34,1,2,2,2,3,3,3,3,4,3,3,3,3,3,2,1,1,1,2,3,3,4,3,2,3,3,3,3,1,2,1,1,1,1,4,2,1,4,4,1,2,2,2,1,1,2,1,1,2,2,2,2,2,1,118,"Moderada Afectación"
"Andalucía","Sevilla","Hombre",57,1,2,2,2,4,4,4,4,4,4,4,4,2,2,4,3,1,1,2,4,4,4,4,3,4,4,4,4,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,135,"Moderada Afectación"
"Andalucía","Sevilla","Mujer",20,1,2,2,2,4,3,4,2,1,4,4,3,4,4,4,3,2,1,2,4,3,3,4,4,3,3,3,4,4,4,2,1,1,1,4,4,3,5,5,5,3,3,3,1,1,2,2,2,2,2,2,2,2,2,151,"Baja Afectación"
"Andalucía","Sevilla","Mujer",33,1,1,2,2,2,3,2,2,3,4,4,3,2,1,1,1,1,1,2,2,2,2,2,2,3,2,2,2,3,4,1,1,1,1,4,5,1,5,5,5,1,1,2,1,1,2,2,2,2,2,2,2,2,1,116,"Moderada Afectación"
"Andalucía","Sevilla","Mujer",54,2,2,1,1,3,3,4,4,3,4,4,4,3,4,4,1,1,1,2,4,3,3,4,3,3,3,3,3,5,5,2,2,2,5,1,2,1,5,5,2,3,3,2,2,1,2,2,1,2,2,2,2,2,1,144,"Baja Afectación"
"Andalucía","Sevilla","Hombre",22,2,2,2,2,1,3,2,3,3,3,4,2,1,3,2,1,1,1,2,4,3,3,4,2,3,4,3,3,1,1,1,1,2,1,4,2,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,108,"Moderada Afectación"
"Andalucía","Sevilla","Hombre",35,2,2,2,1,4,3,4,4,3,3,4,4,3,4,4,1,1,1,2,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,3,4,2,4,3,3,3,2,2,2,1,2,2,2,2,2,2,2,2,1,141,"Baja Afectación"
"Andalucía","Sevilla","Mujer",57,1,2,1,1,4,4,4,3,4,4,4,4,4,4,4,3,2,1,2,4,4,4,4,4,4,4,4,4,5,5,5,5,2,5,5,5,2,5,3,2,5,5,5,2,2,1,2,1,2,2,2,2,2,1,175,"Baja Afectación"
"Andalucía","Sevilla","Mujer",21,2,2,2,2,3,1,4,3,3,4,2,3,2,2,2,1,1,1,1,3,3,2,2,2,2,2,2,3,2,3,2,2,2,2,3,2,2,5,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,1,115,"Moderada Afectación"
"Andalucía","Sevilla","Mujer",31,1,2,2,2,1,1,1,1,1,3,3,1,1,2,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,72,"Alta Afectación"
"Andalucía","Sevilla","Mujer",30,2,1,2,2,3,4,3,3,2,3,3,3,3,4,4,3,1,1,1,3,4,2,4,3,3,2,2,2,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,2,2,2,2,1,2,1,2,2,2,1,131,"Moderada Afectación"
"Andalucía","Sevilla","Hombre",45,1,2,2,2,3,3,1,3,2,4,4,3,3,3,3,1,1,1,2,3,3,3,4,4,3,3,3,3,1,5,1,1,1,1,5,3,3,5,5,5,5,5,5,2,2,2,2,1,2,2,2,2,2,2,145,"Baja Afectación"
"Andalucía","Sevilla","Hombre",55,2,2,2,2,3,2,3,3,2,4,4,3,2,2,4,1,1,1,2,3,3,3,1,1,3,3,3,3,2,3,2,2,1,1,3,3,5,5,5,5,5,4,2,2,2,1,1,2,1,1,1,1,1,1,130,"Moderada Afectación"
"Andalucía","Sevilla","Hombre",67,3,2,2,2,4,4,4,4,4,4,4,4,4,4,4,3,2,1,2,4,4,4,4,4,4,4,4,4,5,5,4,4,5,5,5,5,5,5,5,3,5,5,5,2,2,2,1,2,2,2,2,2,2,1,188,"Baja Afectación"
"Andalucía","Sevilla","Mujer",41,1,1,1,1,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,1,2,2,1,1,1,1,1,1,3,2,1,4,2,5,1,1,1,1,1,2,2,1,2,2,2,1,2,1,82,"Alta Afectación"
"Andalucía","Sevilla","Mujer",72,2,2,2,2,4,4,3,4,3,4,4,4,3,4,4,1,1,1,2,3,3,3,4,3,4,4,4,3,2,5,1,1,1,1,1,3,2,5,5,1,2,2,2,2,2,1,2,2,1,2,2,2,2,1,138,"Moderada Afectación"
"Andalucía","Sevilla","Mujer",29,2,2,2,2,1,3,3,4,4,4,4,3,1,1,4,1,2,1,2,4,3,4,3,4,3,4,4,4,5,5,1,1,1,1,5,5,1,5,5,2,1,5,5,2,1,2,2,2,2,2,2,2,2,2,148,"Baja Afectación"
"Andalucía","Sevilla","Hombre",49,3,2,2,1,3,4,4,4,4,4,4,4,3,4,4,3,2,1,2,4,4,4,4,3,4,4,3,4,4,5,3,3,3,2,5,4,4,3,3,3,5,5,5,2,1,2,2,2,2,2,2,2,2,1,169,"Baja Afectación"
"Andalucía","Sevilla","Mujer",49,1,2,2,2,1,2,2,3,3,4,4,3,3,1,1,1,1,1,1,1,1,3,3,3,2,2,2,2,1,3,1,1,2,1,2,2,2,1,1,1,2,2,1,2,2,2,1,1,2,2,2,2,2,1,99,"Moderada Afectación"
"Andalucía","Sevilla","Hombre",54,3,2,2,1,3,4,3,3,4,4,4,3,4,4,2,3,2,1,2,4,3,3,4,4,4,3,3,3,2,2,2,2,2,2,2,4,1,2,2,2,4,2,4,2,1,2,2,1,2,2,2,2,2,1,139,"Moderada Afectación"
"Andalucía","Sevilla","Hombre",39,2,1,2,2,4,4,4,4,3,4,4,4,4,1,4,1,2,1,2,4,4,4,4,4,4,4,3,3,3,5,2,2,2,2,5,5,2,5,5,5,5,3,3,2,1,2,2,2,2,2,2,2,2,2,162,"Baja Afectación"
"Andalucía","Sevilla","Hombre",36,1,2,2,2,1,1,3,3,3,1,3,3,3,2,2,1,1,1,2,3,3,3,3,3,3,3,3,3,1,4,2,2,1,2,2,3,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,106,"Moderada Afectación"
"Andalucía","Sevilla","Hombre",46,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,3,1,1,2,4,4,4,4,4,3,4,3,4,2,5,2,2,2,1,5,5,2,5,5,5,3,2,3,2,2,2,2,1,2,2,2,2,2,1,162,"Baja Afectación"
"Andalucía","Sevilla","Hombre",49,2,2,2,2,1,1,1,1,3,4,4,3,4,2,1,3,2,1,2,4,3,3,4,3,3,4,3,3,3,3,3,3,1,3,3,3,3,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,118,"Moderada Afectación"
"Andalucía","Sevilla","Mujer",47,3,1,2,2,2,3,4,4,3,4,3,3,3,4,4,3,2,1,2,4,3,4,4,3,4,4,3,4,3,3,1,1,1,1,3,5,5,5,5,5,5,3,1,2,2,2,2,1,2,2,2,2,2,1,153,"Baja Afectación"
"Andalucía","Sevilla","Mujer",70,2,2,2,1,3,4,4,4,1,4,4,4,1,1,4,1,1,3,2,3,3,1,4,4,4,4,4,4,2,2,1,1,1,1,5,3,1,5,5,3,5,5,5,2,2,2,2,2,2,2,2,2,2,1,145,"Baja Afectación"
"Andalucía","Sevilla","Hombre",58,2,2,2,2,3,4,4,4,4,4,4,4,4,3,4,3,1,1,2,4,4,4,4,4,4,4,4,4,2,5,2,2,2,2,2,2,5,5,5,2,5,3,2,2,2,2,2,1,2,2,2,2,2,2,160,"Baja Afectación"
"Andalucía","Sevilla","Mujer",40,2,2,2,2,3,3,4,4,1,1,1,1,1,1,2,3,2,1,1,3,2,4,1,4,3,3,3,2,4,5,3,3,3,3,5,5,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,118,"Moderada Afectación"
"Andalucía","Sevilla","Hombre",58,1,2,2,2,2,3,4,4,3,4,4,4,3,2,3,1,1,1,2,4,3,3,4,3,4,3,3,3,2,2,2,2,3,3,2,3,3,5,3,4,3,2,2,2,1,1,1,2,2,2,2,2,2,1,137,"Moderada Afectación"
"Andalucía","Sevilla","Mujer",44,2,2,2,2,4,3,3,4,1,4,4,4,4,2,4,1,1,1,2,3,3,4,4,1,4,4,3,4,1,1,1,1,1,1,1,1,1,5,5,1,3,5,1,2,2,2,2,2,2,2,2,2,2,1,130,"Moderada Afectación"
"Andalucía","Sevilla","Mujer",35,1,2,2,2,2,2,2,2,2,4,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,2,1,76,"Alta Afectación"
